Product Name,Product URL,Product Price,Product Rating,Product Reviews
"Sports Shoes for Men |Latest Stylish Sports Shoes for Men |Lace-Up Lightweight Red Shoes for Running, Walking, Gym,Trekking and Hiking Shoes for Men (ORI-9015)",https://www.amazon.in/Bersache-Lightweight-Trekking-ORI-9015-Numeric_8/dp/B09ZDWLLPB/ref=sr_1_121?keywords=men+sports+shoes&qid=1685080873&sr=8-121,₹949,3.2 out of 5 stars,197
Men Sports Shoes,https://www.amazon.in/Sparx-SM-484-Green-Sports-Shoes/dp/B083WGSWKV/ref=sr_1_122?keywords=men+sports+shoes&qid=1685080873&sr=8-122,"₹1,159",3.9 out of 5 stars,"2,064"
Mens Brett Casual Shoes,https://www.amazon.in/Power-Oxfords-Uniform-Dress-8396726_Black_8/dp/B09WDYW7LD/ref=sr_1_123?keywords=men+sports+shoes&qid=1685080873&sr=8-123,"₹1,189",3.7 out of 5 stars,110
Men's Sm-678 Running Shoe,https://www.amazon.in/Sparx-Mens-Cool-Running-SM-678/dp/B09CH42X1Z/ref=sr_1_124?keywords=men+sports+shoes&qid=1685080873&sr=8-124,"₹1,439",4.1 out of 5 stars,"1,709"
Mens Sx0472g Sports Shoes,https://www.amazon.in/Sparx-Orange-Running-Shoes-9-SX0472G_GYNO0009/dp/B07YY35D9T/ref=sr_1_125?keywords=men+sports+shoes&qid=1685080873&sr=8-125,"₹1,319",4.2 out of 5 stars,590
Mens Loire-z-170 Running Shoe,https://www.amazon.in/Bourge-Mens-Loire-z-170-Running-Shoes/dp/B09GPQ19HF/ref=sr_1_126?keywords=men+sports+shoes&qid=1685080873&sr=8-126,₹859,3.8 out of 5 stars,41
Softride Rift Breeze One8,https://www.amazon.in/PUMA-SOFTRIDE-RIFT-Breeze-ONE8/dp/B08TM98DD9/ref=sr_1_127?keywords=men+sports+shoes&qid=1685080873&sr=8-127,"₹2,929",4.2 out of 5 stars,59
"Vector X CS-2100 Court Shoes for Boys & Girls (9, Black-Gold)",https://www.amazon.in/Vector-CS-2100-Court-Shoes-Black-Gold/dp/B09P777XPT/ref=sr_1_128?keywords=men+sports+shoes&qid=1685080873&sr=8-128,"₹1,099",3.7 out of 5 stars,320
Men's Run Running Shoes,https://www.amazon.in/Campus-Mens-Running-Shoes-India/dp/B09LQ48ZK6/ref=sr_1_129?keywords=men+sports+shoes&qid=1685080873&sr=8-129,₹898,4.0 out of 5 stars,389
Men's Sports Running Shoes,https://www.amazon.in/Lancer-RAMBO-120BGN-41-Green-Sports-Running/dp/B08JZ9TKGM/ref=sr_1_130?keywords=men+sports+shoes&qid=1685080873&sr=8-130,"₹1,099",3.7 out of 5 stars,72
Men's Dylan ASGO0111 Sports Shoes/Casual Shoes/Running Shoes,https://www.amazon.in/ABROS-ASGO0111-Sports-Shoes_Navy-Red_10UK/dp/B0BCSXXCM4/ref=sr_1_131?keywords=men+sports+shoes&qid=1685080873&sr=8-131,₹839,4.4 out of 5 stars,8
Sx0677g,https://www.amazon.in/Sparx-Outdoor-Sports-SM-677G-Color/dp/B0963YQLK1/ref=sr_1_132?keywords=men+sports+shoes&qid=1685080873&sr=8-132,₹999,3.9 out of 5 stars,"3,982"
Mens Sm-614 Running Shoe,https://www.amazon.in/Sparx-Orange-Running-Shoes-7-SX0614G_NBNO0007/dp/B0823ZTKWP/ref=sr_1_133?keywords=men+sports+shoes&qid=1685080873&sr=8-133,₹999,4.1 out of 5 stars,552
Mens Sx0708g Running Shoe,https://www.amazon.in/Sparx-SM-708-Orange-Sports-SX0708G_BKNO_0007/dp/B09KPP8DDN/ref=sr_1_134?keywords=men+sports+shoes&qid=1685080873&sr=8-134,₹944,3.9 out of 5 stars,148
Men Running Laceup Shoe R1047,https://www.amazon.in/FURO-Lt-Grey-Running-R1047-047/dp/B09KN9F2GD/ref=sr_1_135?keywords=men+sports+shoes&qid=1685080873&sr=8-135,"₹1,839",4.0 out of 5 stars,27
"Mens Crank Running Shoes, Green, (8397888)",https://www.amazon.in/Power-Crank-Running-Shoes-8399888/dp/B0BTBZ26KM/ref=sr_1_136?keywords=men+sports+shoes&qid=1685080873&sr=8-136,"₹2,079",4.0 out of 5 stars,6
mens Sm-632 Running Shoe,https://www.amazon.in/Sparx-SM-632-Orange-Sports-Shoes/dp/B085B2JY8K/ref=sr_1_137?keywords=men+sports+shoes&qid=1685080873&sr=8-137,"₹1,399",3.9 out of 5 stars,922
Mens Hyperon 1.0 M Running Shoe,https://www.amazon.in/Adidas-HYPERON-Running-Shoes-7-CL7340_7/dp/B07M8HDTCT/ref=sr_1_138?keywords=men+sports+shoes&qid=1685080873&sr=8-138,"₹1,889",3.8 out of 5 stars,349
Mens Sm-752 Sneaker,https://www.amazon.in/Sparx-SM-752-Turkey-Sports-SX0752GNVTB0009/dp/B0B7NVQLQ3/ref=sr_1_139?keywords=men+sports+shoes&qid=1685080873&sr=8-139,"₹1,616",3.9 out of 5 stars,30
Men's Go Walk 4 Nordic Walking Shoes,https://www.amazon.in/Skechers-Mens-Nordic-Walking-Shoes/dp/B01IJCO6RS/ref=sr_1_140?keywords=men+sports+shoes&qid=1685080873&sr=8-140,"₹4,019",4.3 out of 5 stars,736
"Sports Shoes for Men | Latest Stylish Sports Shoes for Men | Lace-Up Lightweight (Grey) Shoes for Running, Walking, Gym,Trekking and Hiking Shoes for Men",https://www.amazon.in/Bersache-Stylish-Lace-Up-Lightweight-Trekking/dp/B0B4SL6X3R/ref=sr_1_141?keywords=men+sports+shoes&qid=1685080873&sr=8-141,"₹1,299",3.8 out of 5 stars,88
Mens Sm-648 Sneaker,https://www.amazon.in/Sparx-Outdoor-Trending-Comfortable-SM-648/dp/B08R2NSBBV/ref=sr_1_142?keywords=men+sports+shoes&qid=1685080873&sr=8-142,₹934,4.1 out of 5 stars,"2,922"
"Training,Walking,Cricket,Gym,Running Comfortable Sports Shoes for Men",https://www.amazon.in/Allen-Cooper-Sports-Shoes-Black/dp/B09QHV6MSM/ref=sr_1_143?keywords=men+sports+shoes&qid=1685080873&sr=8-143,"₹2,199",3.9 out of 5 stars,149
Men Blue Walking Shoes,https://www.amazon.in/Red-Tape-Blue-Walking-Shoes-11/dp/B0BGKP9VJT/ref=sr_1_144?keywords=men+sports+shoes&qid=1685080873&sr=8-144,"₹1,561",3.6 out of 5 stars,3
Men's Sx0679g Running Shoe,https://www.amazon.in/Sparx-SM-679-Orange-Sports-SX0679GBKNO_0008/dp/B098B78GXB/ref=sr_1_145?keywords=men+sports+shoes&qid=1685080873&sr=8-145,₹879,4.1 out of 5 stars,194
Men's Dragon Running Shoes,https://www.amazon.in/Campus-Dragon-Running-Shoes-7-5G-634/dp/B07RF92QD5/ref=sr_1_146?keywords=men+sports+shoes&qid=1685080873&sr=8-146,"₹1,589",3.7 out of 5 stars,"3,214"
Mens Sx0644g Running Shoes,https://www.amazon.in/Sparx-SM-644-Running-Shoe-8-SX0644GNBRD0008/dp/B08M6KYW72/ref=sr_1_147?keywords=men+sports+shoes&qid=1685080873&sr=8-147,₹999,3.7 out of 5 stars,41
Mens Sx0690g Running Shoe,https://www.amazon.in/Sparx-Mens-Royal-Running-SX0690G/dp/B09BJWMJKH/ref=sr_1_148?keywords=men+sports+shoes&qid=1685080873&sr=8-148,"₹1,049",3.8 out of 5 stars,38
PLUNK Jogging Shoe,https://www.amazon.in/Nivia-PLUNK-Jogging-Numeric_9-Green/dp/B08YN8SHP1/ref=sr_1_149?keywords=men+sports+shoes&qid=1685080873&sr=8-149,₹949,3.1 out of 5 stars,87
"Sports Shoes for Men | Latest Stylish Sports Shoes for Men | Lace-Up Lightweight (Light Grey) Shoes for Running, Walking, Gym,Trekking and Hiking Shoes for Men (ORI-9027)",https://www.amazon.in/Bersache-Stylish-Lightweight-Trekking-ORI-9027/dp/B0B5X9S8YH/ref=sr_1_150?keywords=men+sports+shoes&qid=1685080873&sr=8-150,"₹1,299",3.7 out of 5 stars,62
Men's Plasma-05 Sports Running Shoes for Men I Sport Shoes for Boys with Eva Sole for Extra Jump I Casual Shoes for Men's & Boy's,https://www.amazon.in/ASIAN-Sports-Running-Casual-Numeric_6/dp/B0B7F55B1B/ref=sr_1_151?keywords=men+sports+shoes&qid=1685080873&sr=8-151,₹569,3.7 out of 5 stars,558
Mens 6077-02 Running Shoe,https://www.amazon.in/Centrino-Sports-Shoe-Denim-6077-02/dp/B09Q6CX3YS/ref=sr_1_152?keywords=men+sports+shoes&qid=1685080873&sr=8-152,₹589,3.4 out of 5 stars,79
"Men's Cosco-13 Sports Running,Walking & Gym, School Shoes Lightweight Eva Sole Extra Jump Casual Sneaker Lace-Up Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9idGY6MjAxNDY1Njc5MDgyOTg6OjA6Og&url=%2FASIAN-Wonder-13-Running-Walking-Lightweight%2Fdp%2FB0BH49343K%2Fref%3Dsr_1_153_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-153-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹699,3.8 out of 5 stars,"3,629"
Men's Adispree 5.0 M Running Shoes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9idGY6MjAwNzk4MTIyMjE5OTg6OjA6Og&url=%2FAdidas-Adispree-Running-Shoes-8-CK9528%2Fdp%2FB07MH5HGKX%2Fref%3Dsr_1_154_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-154-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹2,609",4.1 out of 5 stars,"1,202"
"Sports Shoes for Men|Grey for Running,Walking,Gym and Hiking Shoes ORI-9037",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9idGY6MjAxNDY1ODcwNzYyOTg6OjA6Og&url=%2FBersache-Running-Walking-ORI-9037-Numeric_7%2Fdp%2FB0BJ7F2DQX%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DAZ01Y6L85SVXI,"₹1,299",3.7 out of 5 stars,21
"Men's Express-08 Sports Running,Walking,Gym,Training,Casual Sneaker Lace-Up Lightweight Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9idGY6MjAxNDY1Njc5MDc5OTg6OjA6Og&url=%2FASIAN-Express-08-Running-Training-Lightweight%2Fdp%2FB09X5XF481%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA3OZBP9WERCHBG,₹659,3.7 out of 5 stars,"1,714"
Mens Fanatic Running Shoe,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfYXRmX25leHQ6MjAxNTIzMTYwMDI3OTg6OjA6Og&url=%2FAmazon-Brand-Symactive-Sports-AW21-SYM-10%2Fdp%2FB09CT5CSJ1%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹699,3.8 out of 5 stars,582
"Men's Newton-08 Sports Running Shoes Latest Stylish Casual Sneaker,Lace-up Lightweight Shoes for Running, Walking, Gym Shoes",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfYXRmX25leHQ6MjAxNDM2NjIzODg1OTg6OjA6Og&url=%2FASIAN-Newton-08-Running-Stylish-Lightweight%2Fdp%2FB0B5LSRWQZ%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹539,3.6 out of 5 stars,94
"Men's Newton-03 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfYXRmX25leHQ6MjAwNzU4MTMxMDE2OTg6OjA6Og&url=%2FASIAN-Newton-03-Running-Walking-Technology%2Fdp%2FB0B6SKNDLH%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-147-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹551,4.2 out of 5 stars,20
"Men's INNOVA-02 Sports Running,Walking & Gym Shoes with Max Cushion Technology Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfYXRmX25leHQ6MjAxNDY1NDYxNjMwOTg6OjA6Og&url=%2FASIAN-INNOVA-02-Running-Walking-Technology%2Fdp%2FB09TXJM65Y%2Fref%3Dsr_1_148_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-148-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹899,3.8 out of 5 stars,204
Men's Plasma-05 Sports Running Shoes for Men I Sport Shoes for Boys with Eva Sole for Extra Jump I Casual Shoes for Men's & Boy's,https://www.amazon.in/ASIAN-Sports-Running-Casual-Numeric_6/dp/B0B7F55B1B/ref=sr_1_149?keywords=men+sports+shoes&qid=1685080881&sr=8-149,₹569,3.7 out of 5 stars,558
Men's Black Sports Shoes,https://www.amazon.in/Liberty-ROKKY-1-Black-Sports-Shoes/dp/B0BF5LBW5K/ref=sr_1_150?keywords=men+sports+shoes&qid=1685080881&sr=8-150,₹849,4.3 out of 5 stars,5
Mens 6077-02 Running Shoe,https://www.amazon.in/Centrino-Sports-Shoe-Denim-6077-02/dp/B09Q6CX3YS/ref=sr_1_151?keywords=men+sports+shoes&qid=1685080881&sr=8-151,₹589,3.4 out of 5 stars,79
Mens Sm-646 Running Shoe,https://www.amazon.in/Sparx-SM-646-Maroon-Black-Sports/dp/B08RDQFSTC/ref=sr_1_152?keywords=men+sports+shoes&qid=1685080881&sr=8-152,₹619,4.0 out of 5 stars,"1,037"
Rider-01 Sky White Phylon Sports Shoes for Men,https://www.amazon.in/ASIAN-Rider-01-Slateblue-Running-Walking/dp/B09S7LVPZZ/ref=sr_1_153?keywords=men+sports+shoes&qid=1685080881&sr=8-153,₹999,3.7 out of 5 stars,"7,604"
Leap7x Mens HYCROSS Sports Shoes,https://www.amazon.in/Liberty-Leap7x-HYCROSS-Sports-Shoes/dp/B0BVZ4C8HJ/ref=sr_1_154?keywords=men+sports+shoes&qid=1685080881&sr=8-154,₹999,0,0
Men's Running Shoes,https://www.amazon.in/Sparx-White-Royal-Running-SM-241/dp/B01AQPHKP6/ref=sr_1_155?keywords=men+sports+shoes&qid=1685080881&sr=8-155,"₹1,169",4.0 out of 5 stars,"7,340"
"G3S-501 Classy Lace Up Sports Shoes with Mesh Upper and PVC Sole for Running, Walking, Training, Gyming for Boy's",https://www.amazon.in/CAMRO-G3S-501-Running-Training-Boys/dp/B0BY921SLW/ref=sr_1_156?keywords=men+sports+shoes&qid=1685080881&sr=8-156,₹735,1.0 out of 5 stars,1
Mens Sx0482g Running Shoes,https://www.amazon.in/Sparx-Trending-Stylish-Outdoor-gynmming/dp/B08TYGFGXW/ref=sr_1_157?keywords=men+sports+shoes&qid=1685080881&sr=8-157,"₹1,038",3.8 out of 5 stars,289
Mens 6071-02 Running Shoe,https://www.amazon.in/Centrino-Sports-Shoe-Black-6071-01/dp/B09Q6DHY93/ref=sr_1_158?keywords=men+sports+shoes&qid=1685080881&sr=8-158,₹629,3.0 out of 5 stars,16
Men's Pulse Run Xtreme Lp Shoes,https://www.amazon.in/Reebok-Xtreme-ASHGRY-REDRUS-FV9932/dp/B0861ZCYN5/ref=sr_1_159?keywords=men+sports+shoes&qid=1685080881&sr=8-159,"₹1,950",3.9 out of 5 stars,"1,077"
Mens Sm-775 Sneaker,https://www.amazon.in/Sparx-SM-775-Forest-Golden-SX0775G_GFGO_0008/dp/B0BFHZP5RJ/ref=sr_1_160?keywords=men+sports+shoes&qid=1685080881&sr=8-160,"₹1,199",4.1 out of 5 stars,12
Mens Flex Experience Rn 11 Nn Running,https://www.amazon.in/Nike-Experience-Cerulean-Blue-Peach-Cream-White/dp/B0BMLQZZ1T/ref=sr_1_161?keywords=men+sports+shoes&qid=1685080881&sr=8-161,"₹4,995",3.2 out of 5 stars,105
Sm-706,https://www.amazon.in/Sparx-SM-706-Golden-Sports-SX0706GWHGO0007/dp/B0BJVLQRJC/ref=sr_1_162?keywords=men+sports+shoes&qid=1685080881&sr=8-162,"₹1,349",3.8 out of 5 stars,20
Mens Sx9034g Sports Shoes,https://www.amazon.in/Sparx-SM-9034-Orange-Sports-Shoes_8/dp/B08NVFV947/ref=sr_1_163?keywords=men+sports+shoes&qid=1685080881&sr=8-163,₹949,3.9 out of 5 stars,740
Men's California Running Shoes,https://www.amazon.in/Campus-California-MSTD-BLK-SIL-Running-Shoes/dp/B0855Z6C1T/ref=sr_1_164?keywords=men+sports+shoes&qid=1685080881&sr=8-164,"₹1,101
80",3.9 out of 5 stars,"1,697"
Men's TOP Gun Running Shoe,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfbXRmOjIwMTI1OTU3MjQ0Nzk4OjowOjo&url=%2FOFF-LIMITS-Running-Black-Yellow%2Fdp%2FB0BX4JG3R7%2Fref%3Dsr_1_165_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,424",3.5 out of 5 stars,2
Lace-up Hiking Sports Shoes for Men H20001,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfbXRmOjIwMTM0MzY2MzI4Nzk4OjowOjo&url=%2FFURO-Bri-Green-Lace-up-H20001-788%2Fdp%2FB0BY9DM4FQ%2Fref%3Dsr_1_166_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,499",5.0 out of 5 stars,1
"Men's STUSSYY Comfortable, Walking, Stylish, Gym, Training, Sneakers, Running Shoe",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfbXRmOjIwMTE0MjA0NTg1MDk4OjowOjo&url=%2FOFF-LIMITS-STUSSYY-Running-10%2Fdp%2FB0BQYQPFVP%2Fref%3Dsr_1_167_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-167-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,890",3.5 out of 5 stars,57
"Sneaker Casual Shoes for Men | Soft Cushioned Insole, Slip-Resistance, Dynamic Feet Support, Arch Support & Shock Absorption",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk3OTA1NzM3ODM5NzAyOjE2ODUwODA4ODE6c3BfbXRmOjIwMTQxNDcxMjU0Nzk4OjowOjo&url=%2FRed-Tape-Slip-Resistance-Absorption-RSO2771%2Fdp%2FB0BWRBXH7M%2Fref%3Dsr_1_168_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080881%26sr%3D8-168-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,517",4.0 out of 5 stars,217
mens Sm-661 Sneaker,https://www.amazon.in/Sparx-SM-661-Olive-Sports-SX0661GOLHN0009/dp/B099ZYW6P6/ref=sr_1_169?keywords=men+sports+shoes&qid=1685080881&sr=8-169,"₹1,231",3.7 out of 5 stars,87
LEAP7X 701 Sports Lacing Shoe for Men,https://www.amazon.in/Liberty-LEAP7X-701-Sports-R-Blue_7/dp/B09XL6TH3N/ref=sr_1_170?keywords=men+sports+shoes&qid=1685080881&sr=8-170,"₹2,168
85",0,0
"Lightweight Color Changing Sports Shoes Sole | Comfortable Outdoor, Casual, Walking, Gym, Training, Trekking and Hiking White Shoes for Men",https://www.amazon.in/Bersache-Changing-Lightweight-Sneakers-Trekking/dp/B0BV6DY1T8/ref=sr_1_171?keywords=men+sports+shoes&qid=1685080881&sr=8-171,₹599,3.8 out of 5 stars,47
mens Sports Shoes Sports,https://www.amazon.in/BRUTON-Walking-Training-Black_Gold-Numeric_8/dp/B09FXJR3P8/ref=sr_1_172?keywords=men+sports+shoes&qid=1685080881&sr=8-172,₹239,2.9 out of 5 stars,84
Men's Mesh Sports Running & Walking Outdoor Shoes,https://www.amazon.in/Lancer-Mens_14nbl_lgr-41-Sports-Shoes-Synthetic/dp/B073PBTR6T/ref=sr_1_173?keywords=men+sports+shoes&qid=1685080881&sr=8-173,₹741,3.7 out of 5 stars,562
Mens Jest M Running Shoe,https://www.amazon.in/Adidas-Mens-Jest-Running-Black/dp/B08TM2FYZS/ref=sr_1_174?keywords=men+sports+shoes&qid=1685080881&sr=8-174,"₹1,983",4.0 out of 5 stars,"1,241"
"Men's PRIME-01 Sports Walking,Running,Gym Shoes with Eva Sole Extra Jump Lightweight Casual Slip-On Sneaker Shoes for Men's & Boy's",https://www.amazon.in/ASIAN-Prime-01-Running-Training-Loafers/dp/B07DXYZDYP/ref=sr_1_175?keywords=men+sports+shoes&qid=1685080881&sr=8-175,₹585,3.8 out of 5 stars,"5,237"
"Training,Walking,Cricket,Gym,Running Comfortable Sports Shoes for Men",https://www.amazon.in/Allen-Cooper-Sports-Shoes-551N-9/dp/B0B2JZL784/ref=sr_1_176?keywords=men+sports+shoes&qid=1685080881&sr=8-176,"₹1,999",3.7 out of 5 stars,56
Sm-765,https://www.amazon.in/Sparx-SM-765-White-Sports-SX0765GOWCL0008/dp/B0BLVVFWJF/ref=sr_1_177?keywords=men+sports+shoes&qid=1685080881&sr=8-177,"₹1,754",4.2 out of 5 stars,10
Men's Russell ASGO0121 Sports Shoes/Casual Shoes/Running Shoes,https://www.amazon.in/ABROS-Russell-ASGO0121-Shoes_R-Slate-Navy_10UK/dp/B0BCVQMV1X/ref=sr_1_178?keywords=men+sports+shoes&qid=1685080881&sr=8-178,"₹1,104",3.8 out of 5 stars,5
Men's Superb Sports Running Shoe,https://www.amazon.in/Columbus-Superb-Sports-Running-India-7/dp/B09ZSPJ6VZ/ref=sr_1_179?keywords=men+sports+shoes&qid=1685080881&sr=8-179,"₹1,019",4.0 out of 5 stars,6
Men's Sm-666 Sports Shoes,https://www.amazon.in/Sparx-SM-666-Forest-Orange-Sports/dp/B08RX73KC7/ref=sr_1_180?keywords=men+sports+shoes&qid=1685080881&sr=8-180,"₹1,104",4.0 out of 5 stars,308
NIVIA Yorker Cricket Shoes-White/Blue UK - 8,https://www.amazon.in/NIVIA-Yorker-Cricket-Shoes-White-Blue/dp/B0B65HQPRX/ref=sr_1_181?keywords=men+sports+shoes&qid=1685080881&sr=8-181,₹999,3.3 out of 5 stars,8
Mens Trainers Athletic Walking Running Gyming Jogging Fitness Sneakers/Sports Shoes.,https://www.amazon.in/Bacca-Bucci-Trainers-Athletic-Shoes-Black/dp/B07D14D5TL/ref=sr_1_182?keywords=men+sports+shoes&qid=1685080881&sr=8-182,"₹1,199",3.7 out of 5 stars,"3,304"
Men's Sports Shoes,https://www.amazon.in/aadi-Mens-Blue-Sports-Shoes/dp/B07F366286/ref=sr_1_183?keywords=men+sports+shoes&qid=1685080881&sr=8-183,₹339,3.1 out of 5 stars,"1,602"
Sparx,https://www.amazon.in/Sparx-Black-Golden-Running-Shoes/dp/B0865TDZFY/ref=sr_1_184?keywords=men+sports+shoes&qid=1685080881&sr=8-184,₹879,4.0 out of 5 stars,988
Men's Walking Shoes,https://www.amazon.in/Red-Tape-Walking-Shoes-11-RSO0994/dp/B08Q3GDRZL/ref=sr_1_185?keywords=men+sports+shoes&qid=1685080881&sr=8-185,"₹1,459",3.5 out of 5 stars,617
Mens Gel-Trabuco Terra Running Shoe,https://www.amazon.in/ASICS-Synthetic-Gel-Trabuco-Running-Sports/dp/B096BCYBXB/ref=sr_1_186?keywords=men+sports+shoes&qid=1685080881&sr=8-186,"₹8,044",3.9 out of 5 stars,25
